Date,AUDEUR=X,EURUSD=X,USDGBP=X
2004-01-01,0.5978000164031982,1.2581939697265625,0.5601599812507629
2004-01-02,0.6031399965286255,1.2581939697265625,0.5575100183486938
2004-01-05,0.604669988155365,1.2686975002288818,0.5533400177955627
2004-01-06,0.6035000085830688,1.2721028327941895,0.5490599870681763
2004-01-07,0.6072800159454346,1.2640947103500366,0.5501199960708618
2004-01-08,0.6060600280761719,1.2774981260299683,0.5452899932861328
2004-01-09,0.6031399965286255,1.2858924865722656,0.541100025177002
2004-01-12,0.6090899705886841,1.2740962505340576,0.5418300032615662
2004-01-13,0.609529972076416,1.278592586517334,0.5408899784088135
2004-01-14,0.6116600036621094,1.2651021480560303,0.5459399819374084
2004-01-15,0.6121100187301636,1.260096549987793,0.5478900074958801
2004-01-16,0.6153799891471863,1.239802598953247,0.5558599829673767
2004-01-19,0.6104300022125244,1.235406756401062,0.5607600212097168
2004-01-20,0.6096400022506714,1.2589067220687866,0.549809992313385
2004-01-21,0.6109499931335449,1.2659028768539429,0.5456100106239319
2004-01-22,0.611020028591156,1.2725075483322144,0.542389988899231
2004-01-23,0.6125199794769287,1.2583048343658447,0.5471100211143494
2004-01-26,0.6157600283622742,1.2487980127334595,0.5509600043296814
2004-01-27,0.6160299777984619,1.2636953592300415,0.5474399924278259
2004-01-28,0.6183900237083435,1.2441989183425903,0.5509300231933594
2004-01-29,0.613569974899292,1.2410026788711548,0.5503299832344055
2004-01-30,0.611549973487854,1.2468050718307495,0.5478600263595581
2004-02-02,0.6099399924278259,1.2433016300201416,0.5489699840545654
2004-02-03,0.6075299978256226,1.2534940242767334,0.5440999865531921
2004-02-04,0.6073099970817566,1.2539970874786377,0.5457900166511536
2004-02-05,0.6064299941062927,1.2571974992752075,0.5446000099182129
2004-02-06,0.6057299971580505,1.2700024843215942,0.5412700176239014
2004-02-09,0.6115099787712097,1.2694060802459717,0.5377200245857239
2004-02-10,0.6148200035095215,1.26850426197052,0.5355299711227417
2004-02-11,0.6132299900054932,1.2830052375793457,0.5284000039100647
2004-02-12,0.6156499981880188,1.2818048000335693,0.5282599925994873
2004-02-13,0.6205000281333923,1.272799015045166,0.5304200053215027
2004-02-16,0.6200000047683716,1.2765034437179565,0.5294399857521057
2004-02-17,0.6202700138092041,1.2857933044433594,0.5247700214385986
2004-02-18,0.6212700009346008,1.2725075483322144,0.5283700227737427
2004-02-19,0.621429979801178,1.2757054567337036,0.5265399813652039
2004-02-20,0.6146299839019775,1.2542015314102173,0.537060022354126
2004-02-23,0.6155400276184082,1.2571974992752075,0.5352200269699097
2004-02-24,0.614549994468689,1.2677966356277466,0.5291000008583069
2004-02-25,0.6176699995994568,1.249703288078308,0.5340999960899353
2004-02-26,0.6193100214004517,1.2448029518127441,0.5366799831390381
2004-02-27,0.6193100214004517,1.2494065761566162,0.5349000096321106
2004-03-01,0.6206600069999695,1.2448029518127441,0.5353599786758423
2004-03-02,0.6223199963569641,1.220405101776123,0.5440099835395813
2004-03-03,0.6140199899673462,1.2190959453582764,0.5471699833869934
2004-03-04,0.6148499846458435,1.220703125,0.548550009727478
2004-03-05,0.6145099997520447,1.2367972135543823,0.541890025138855
2004-03-08,0.6119999885559082,1.242606520652771,0.5397499799728394
2004-03-09,0.6156499981880188,1.2319064140319824,0.5476199984550476
2004-03-10,0.6131600141525269,1.2231967449188232,0.5545099973678589
2004-03-11,0.5950599908828735,1.235101580619812,0.5524299740791321
