Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,MSFT,GE,AAPL,MSFT,GE,AAPL,MSFT,GE,AAPL,MSFT,GE,AAPL,MSFT,GE,AAPL,MSFT,GE,AAPL
Date,,,,,,,,,,,,,,,,,,
2010-01-04,24.049968719482422,11.001803398132324,6.583585739135742,30.950000762939453,14.855769157409668,7.643214225769043,31.100000381469727,15.038461685180664,7.660714149475098,30.59000015258789,14.56730842590332,7.585000038146973,30.6200008392334,14.634614944458008,7.622499942779541,38409100.0,69763096.0,493729600.0
2010-01-05,24.057743072509766,11.058768272399902,6.594967842102051,30.959999084472656,14.93269157409668,7.656428813934326,31.100000381469727,15.06730842590332,7.699643135070801,30.639999389648438,14.855769157409668,7.6160712242126465,30.850000381469727,14.865385055541992,7.664286136627197,49749600.0,67132624.0,601904800.0
2010-01-06,23.910097122192383,11.001803398132324,6.490065574645996,30.770000457763672,14.855769157409668,7.534643173217773,31.079999923706055,15.019230842590332,7.68678617477417,30.520000457763672,14.84615421295166,7.526785850524902,30.8799991607666,14.93269157409668,7.656428813934326,58182400.0,57683496.0,552160000.0
2010-01-07,23.66143226623535,11.5714750289917,6.478067398071289,30.450000762939453,15.625,7.520713806152344,30.700000762939453,15.84615421295166,7.5714287757873535,30.190000534057617,14.836538314819336,7.466071128845215,30.6299991607666,14.884614944458008,7.5625,50559700.0,192891192.0,477131200.0
2010-01-08,23.824626922607422,11.820707321166992,6.5211358070373535,30.65999984741211,15.961538314819336,7.570713996887207,30.8799991607666,16.048076629638672,7.5714287757873535,30.239999771118164,15.644230842590332,7.466429233551025,30.280000686645508,15.68269157409668,7.510714054107666,51197400.0,119717104.0,447610800.0
2010-01-11,23.521575927734375,11.934642791748047,6.46360969543457,30.270000457763672,16.115385055541992,7.503929138183594,30.760000228881836,16.23076820373535,7.607142925262451,30.1200008392334,15.90384578704834,7.444643020629883,30.709999084472656,16.18269157409668,7.599999904632568,68754700.0,79742416.0,462229600.0
2010-01-12,23.36616325378418,11.941762924194336,6.390086650848389,30.06999969482422,16.125,7.4185709953308105,30.399999618530273,16.19230842590332,7.491786003112793,29.90999984741211,15.93269157409668,7.372142791748047,30.149999618530273,15.94230842590332,7.471070766448975,65912100.0,67207712.0,594459600.0
2010-01-13,23.583742141723633,11.984488487243652,6.480220794677734,30.350000381469727,16.18269157409668,7.523213863372803,30.520000457763672,16.26923179626465,7.533214092254639,30.010000228881836,15.93269157409668,7.289286136627197,30.260000228881836,16.115385055541992,7.423929214477539,51863500.0,67956096.0,605892000.0
